LATITUDE,LONGITUDE,LOG1,LOG2,TIPO_ACID,QUEDA_ARR,DATA_HORA,DIA_SEM,FERIDOS,FERIDOS_GR,MORTES,MORTE_POST,FATAIS,AUTO,TAXI,LOTACAO,ONIBUS_URB,ONIBUS_MET,ONIBUS_INT,CAMINHAO,MOTO,CARROCA,BICICLETA,OUTRO,TEMPO,NOITE_DIA,REGIAO,DIA,MES,ANO,FX_HORA,UPS
-30.227214,-51.069546,ESTR DO VAREJAO,,COLISAO,0,2016-07-05T14:50:00,TERCA-FEIRA,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,5,7,2016,14,5
-30.224773,-51.098898,ESTR OTAVIANO JOSE PINTO,,ABALROAMENTO,0,2016-01-25T21:30:00,SEGUNDA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,SUL,25,1,2016,21,5
-30.224114,-51.098957,ESTR OTAVIANO JOSE PINTO,,CHOQUE,0,2016-03-07T14:17:00,SEGUNDA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,7,3,2016,14,5
-30.221266,-51.090386,ESTR DO VAREJAO,,ABALROAMENTO,0,2016-10-09T17:30:00,DOMINGO,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,9,10,2016,17,5
-30.221188,-51.092511,ESTR DO VAREJAO,,ATROPELAMENTO,0,2016-10-06T20:13:00,QUINTA-FEIRA,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,6,10,2016,20,13
-30.220851,-51.095656,ESTR DO VAREJAO,,COLISAO,0,2016-08-23T18:30:00,TERCA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,SUL,23,8,2016,18,5
-30.219866,-51.107930,AV DO LAMI,,COLISAO,0,2016-11-22T16:00:00,TERCA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,BOM,DIA,SUL,22,11,2016,16,5
-30.219866,-51.108459,AV DO LAMI,,COLISAO,0,2016-12-07T14:45:00,QUARTA-FEIRA,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,7,12,2016,14,13
-30.219813,-51.112372,AV DO LAMI,,ABALROAMENTO,0,2016-05-01T11:15:00,DOMINGO,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,1,5,2016,11,5
-30.219782,-51.098587,ESTR DO VAREJAO,ESTR OTAVIANO JOSE PINTO,ATROPELAMENTO,0,2016-08-18T07:40:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,18,8,2016,7,5
-30.214995,-51.106314,AV EDGAR PIRES DE CASTRO,,ABALROAMENTO,0,2016-11-25T07:30:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,SUL,25,11,2016,7,5
-30.214635,-51.106828,AV EDGAR PIRES DE CASTRO,,CHOQUE,0,2016-02-14T07:45:00,DOMINGO,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,14,2,2016,7,5
-30.212996,-51.130106,AV DO LAMI,,COLISAO,0,2016-06-06T18:30:00,SEGUNDA-FEIRA,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,BOM,NOITE,SUL,6,6,2016,18,5
-30.212823,-51.178023,AV DO LAMI,,ABALROAMENTO,0,2016-12-09T15:00:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,9,12,2016,15,1
-30.212679,-51.161735,AV DO LAMI,,CHOQUE,0,2016-07-04T18:00:00,SEGUNDA-FEIRA,1,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,BOM,NOITE,SUL,4,7,2016,18,13
