LATITUDE,LONGITUDE,LOG1,LOG2,TIPO_ACID,QUEDA_ARR,DATA_HORA,DIA_SEM,FERIDOS,FERIDOS_GR,MORTES,MORTE_POST,FATAIS,AUTO,TAXI,LOTACAO,ONIBUS_URB,ONIBUS_MET,ONIBUS_INT,CAMINHAO,MOTO,CARROCA,BICICLETA,OUTRO,TEMPO,NOITE_DIA,REGIAO,DIA,MES,ANO,FX_HORA,UPS,
-30.032651,-51.181636,R DESEMBARGADOR AUGUSTO LOUREIRO LIMA,R ARMANDO PEREIRA CAMARA,COLISAO,0,2013-01-01T02:10:00,TERCA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,1,1,2013,2,1,
-30.059863,-51.191979,AV BENTO GONCALVES,R BARAO DO AMAZONAS,ABALROAMENTO,0,2013-01-01T03:00:00,TERCA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,NOITE,LESTE,1,1,2013,3,1,
-30.047841,-51.218231,AV IPIRANGA,AV ERICO VERISSIMO,ABALROAMENTO,0,2013-01-01T04:50:00,TERCA-FEIRA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,CHUVOSO,NOITE,CENTRO,1,1,2013,4,1,
-30.155275,-51.179404,AV EDGAR PIRES DE CASTRO,,CAPOTAGEM,0,2013-01-01T07:15:00,TERCA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,1,1,2013,7,5,
-30.026771,-51.18903,R ANITA GARIBALDI,,CHOQUE,0,2013-01-01T07:40:00,TERCA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,1,1,2013,7,1,
-30.038671,-51.122363,AV PROTASIO ALVES,AV MANOEL ELIAS,ABALROAMENTO,0,2013-01-01T08:15:00,TERCA-FEIRA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NUBLADO,DIA,LESTE,1,1,2013,8,1,
-30.038671,-51.122363,AV PROTASIO ALVES,AV MANOEL ELIAS,ABALROAMENTO,0,2013-01-01T11:00:00,TERCA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,CHUVOSO,DIA,LESTE,1,1,2013,11,5,
-30.069301,-51.214591,R SEPE TIARAJU,,COLISAO,0,2013-01-01T12:00:00,TERCA-FEIRA,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,1,1,2013,12,1,
-30.004277,-51.143308,R WALT DISNEY,,CHOQUE,0,2013-01-01T16:00:00,TERCA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,1,1,2013,16,5,
-30.016119,-51.113838,R DR CARLOS MARIA BINS,,CHOQUE,0,2013-01-01T18:10:00,TERCA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,1,1,2013,18,5,
-30.042411,-51.179751,AV PROTASIO ALVES,,ABALROAMENTO,0,2013-01-01T20:40:00,TERCA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,LESTE,1,1,2013,20,1,
-30.041423,-51.150892,AV PROTASIO ALVES,,ABALROAMENTO,0,2013-01-01T21:00:00,TERCA-FEIRA,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,BOM,NOITE,LESTE,1,1,2013,21,1,
-30.037498,-51.222311,R GEN LIMA E SILVA,,CHOQUE,0,2013-01-01T22:00:00,TERCA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NUBLADO,NOITE,CENTRO,1,1,2013,22,1,
-30.172681,-51.178379,AV JUCA BATISTA,,EVENTUAL,0,2013-01-01T22:30:00,TERCA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,1,1,2013,22,1,
-30.061837,-51.185023,R DR SALVADOR FRANCA,,CHOQUE,0,2013-01-02T00:00:00,QUARTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,2,1,2013,0,1,
-30.063261,-51.185665,AV BENTO GONCALVES,,ABALROAMENTO,0,2013-01-02T01:05:00,QUARTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,LESTE,2,1,2013,1,5,
-30.036288,-51.220035,AV JOAO PESSOA,,COLISAO,0,2013-01-02T03:45:00,QUARTA-FEIRA,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,BOM,NOITE,CENTRO,2,1,2013,3,5,
-30.039631,-51.171646,AV PROTASIO ALVES,R PROF CRISTIANO FISCHER,ABALROAMENTO,0,2013-01-02T06:50:00,QUARTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,2,1,2013,6,1,
-30.059863,-51.191979,AV BENTO GONCALVES,R BARAO DO AMAZONAS,ABALROAMENTO,0,2013-01-02T07:20:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,2,1,2013,7,1,
-30.056034,-51.159441,AV IPIRANGA,AV JOAQUIM PORTO VILLANOVA,COLISAO,0,2013-01-02T07:30:00,QUARTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,2,1,2013,7,5,
-30.07006,-51.16298,R SALDANHA DA GAMA,,ABALROAMENTO,0,2013-01-02T08:15:00,QUARTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,2,1,2013,8,5,
-30.042756,-51.189723,AV PROTASIO ALVES,,ABALROAMENTO,0,2013-01-02T09:00:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,2,1,2013,9,1,
-30.086312,-51.233913,R COMANDAI,,ABALROAMENTO,0,2013-01-02T11:40:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,SUL,2,1,2013,11,1,
-30.041634,-51.221291,R JOSE DO PATROCINIO,,CHOQUE,0,2013-01-02T11:50:00,QUARTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,CENTRO,2,1,2013,11,1,
-30.043229,-51.138508,AV PROTASIO ALVES,R EUCLIDES TRICHES,COLISAO,0,2013-01-02T12:27:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,LESTE,2,1,2013,12,1,
-30.031456,-51.219973,R SARMENTO LEITE,TUN NS DA CONCEICAO-AC RUA SARMENTO LEITE,ABALROAMENTO,0,2013-01-02T12:41:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,2,1,2013,12,1,
-30.001138,-51.137654,R BADEN POWELL,,CHOQUE,0,2013-01-02T13:00:00,QUARTA-FEIRA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,BOM,DIA,NORTE,2,1,2013,13,1,
-30.004256,-51.200779,R CAIRU,,ABALROAMENTO,0,2013-01-02T13:15:00,QUARTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,2,1,2013,13,5,
-30.051865,-51.206829,AV BENTO GONCALVES,,COLISAO,0,2013-01-02T13:35:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,2,1,2013,13,1,
-30.033136,-51.178764,AV CARLOS GOMES,,COLISAO,0,2013-01-02T13:40:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,LESTE,2,1,2013,13,1,
-30.003233,-51.19038,R DR JOAO INACIO,R SOUZA REIS,ABALROAMENTO,0,2013-01-02T13:50:00,QUARTA-FEIRA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,BOM,DIA,NORTE,2,1,2013,13,1,
-30.087213,-51.131878,ESTR JOAO DE OLIVEIRA REMIAO,,QUEDA,0,2013-01-02T14:00:00,QUARTA-FEIRA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,2,1,2013,14,5,
-30.004608,-51.193516,R ARABUTAN,,ABALROAMENTO,0,2013-01-02T14:20:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,2,1,2013,14,1,
-29.998945,-51.190658,AV CEARA,R DEZOITO DE NOVEMBRO,ABALROAMENTO,0,2013-01-02T15:15:00,QUARTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NUBLADO,DIA,NORTE,2,1,2013,15,1,
-30.031066,-51.223429,R PROF ANNES DIAS,,COLISAO,0,2013-01-02T15:30:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,2,1,2013,15,1,
-30.081243,-51.211136,AV TERESOPOLIS,,ATROPELAMENTO,0,2013-01-02T16:38:00,QUARTA-FEIRA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,BOM,DIA,SUL,2,1,2013,16,13,
-30.01203,-51.17876,R SERRO AZUL,AV GEN EMILIO LUCIO ESTEVES,CHOQUE,0,2013-01-02T16:48:00,QUARTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,NORTE,2,1,2013,16,1,
-30.003019,-51.170819,AV SERTORIO,,COLISAO,0,2013-01-02T17:20:00,QUARTA-FEIRA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,2,1,2013,17,1,
-30.132266,-51.233305,R DEA COUFAL,AV TRAMANDAI,ABALROAMENTO,0,2013-01-02T17:25:00,QUARTA-FEIRA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,BOM,DIA,SUL,2,1,2013,17,1,
-30.083936,-51.240269,AV CHUI,,QUEDA,0,2013-01-02T17:25:00,QUARTA-FEIRA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,BOM,DIA,SUL,2,1,2013,17,5,
-30.081282,-51.211002,AV TERESOPOLIS,,COLISAO,0,2013-01-02T18:15:00,QUARTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,SUL,2,1,2013,18,1,
-30.036876,-51.171314,R LUIZ VOELCKER,,ABALROAMENTO,0,2013-01-02T18:35:00,QUARTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,LESTE,2,1,2013,18,1,
-30.03014,-51.151351,AV DO FORTE,,ABALROAMENTO,0,2013-01-02T18:45:00,QUARTA-FEIRA,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,NORTE,2,1,2013,18,5,
-30.060533,-51.222157,R JOSE DE ALENCAR,,COLISAO,0,2013-01-02T19:30:00,QUARTA-FEIRA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,2,1,2013,19,1,
-30.057641,-51.183922,AV IPIRANGA,R DR SALVADOR FRANCA,ABALROAMENTO,0,2013-01-02T20:40:00,QUARTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,2,1,2013,20,1,
-30.12568,-51.101972,R PORTO ALEGRE-LOMBA DO PINHEIRO,,CHOQUE,0,2013-01-02T22:15:00,QUARTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,2,1,2013,22,5,
-30.009445,-51.177789,AV BRASILIANO INDIO DE MORAES,,CAPOTAGEM,0,2013-01-02T22:20:00,QUARTA-FEIRA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,2,1,2013,22,5,
-30.017193,-51.110263,R CARLOS ESTEVAO,,CHOQUE,0,2013-01-03T05:50:00,QUINTA-FEIRA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,3,1,2013,5,5,
-30.105055,-51.222627,AV VICENTE MONTEGGIA,,COLISAO,0,2013-01-03T06:10:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,3,1,2013,6,1,
-30.076737,-51.125714,AV BENTO GONCALVES,,QUEDA,0,2013-01-03T07:00:00,QUINTA-FEIRA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,3,1,2013,7,5,
-30.01635,-51.134448,R ENG FERNANDO DE ABREU PEREIRA,,CHOQUE,0,2013-01-03T07:27:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,NORTE,3,1,2013,7,1,
-30.027149,-51.193053,R ANITA GARIBALDI,,COLISAO,0,2013-01-03T07:30:00,QUINTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,3,1,2013,7,1,
-29.992548,-51.118121,AV FRANCISCO SILVEIRA BITENCOURT,,ABALROAMENTO,0,2013-01-03T08:05:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,3,1,2013,8,1,
-30.024934,-51.214957,AV FARRAPOS,,COLISAO,0,2013-01-03T08:22:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,3,1,2013,8,1,
-29.988022,-51.133173,AV MARTINS BASTOS,AV TOLEDO PIZA,ABALROAMENTO,0,2013-01-03T08:30:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,NORTE,3,1,2013,8,1,
-30.067657,-51.14745,AV BENTO GONCALVES,,COLISAO,0,2013-01-03T08:32:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,3,1,2013,8,1,
-30.049472,-51.223741,R MARCILIO DIAS,,ABALROAMENTO,0,2013-01-03T08:50:00,QUINTA-FEIRA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,3,1,2013,8,5,
-30.027859,-51.150663,AV SATURNINO DE BRITO,AV CIRCULAR,COLISAO,0,2013-01-03T08:55:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,3,1,2013,8,1,
-30.040996,-51.191932,AV PROTASIO ALVES,,QUEDA,0,2013-01-03T09:00:00,QUINTA-FEIRA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,BOM,DIA,LESTE,3,1,2013,9,5,
-30.023315,-51.213413,AV FARRAPOS,,COLISAO,0,2013-01-03T09:30:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,CENTRO,3,1,2013,9,1,
-30.029525,-51.202929,R DONA LAURA,R DR FLORENCIO YGARTUA,COLISAO,0,2013-01-03T09:55:00,QUINTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,3,1,2013,9,1,
-30.155011,-51.16096,ESTR COSTA GAMA,,QUEDA,0,2013-01-03T10:00:00,QUINTA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,DIA,SUL,3,1,2013,10,5,
-30.064507,-51.180957,AV BENTO GONCALVES,,ABALROAMENTO,0,2013-01-03T10:05:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,3,1,2013,10,1,
-30.1508,-51.139911,AV BENTO GONCALVES,,COLISAO,0,2013-01-03T10:10:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,3,1,2013,10,1,
-29.989844,-51.183186,AV DOS ESTADOS,,ABALROAMENTO,0,2013-01-03T10:15:00,QUINTA-FEIRA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,BOM,DIA,NORTE,3,1,2013,10,1,
-30.033923,-51.151198,AV SATURNINO DE BRITO,AV IPE,ABALROAMENTO,0,2013-01-03T10:20:00,QUINTA-FEIRA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,3,1,2013,10,1,
-30.068734,-51.205033,AV NITEROI,AV PROF OSCAR PEREIRA,COLISAO,0,2013-01-03T10:30:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,3,1,2013,10,1,
-29.992494,-51.112229,AV PLINIO KROEFF,,ABALROAMENTO,0,2013-01-03T10:40:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,NORTE,3,1,2013,10,1,
-30.031513,-51.196949,R QUINTINO BOCAIUVA,TRAV PETROPOLIS,ABALROAMENTO,0,2013-01-03T11:00:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,LESTE,3,1,2013,11,1,
-29.994817,-51.130024,AV ASSIS BRASIL,,ABALROAMENTO,0,2013-01-03T11:05:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,3,1,2013,11,1,
-30.070963,-51.204109,R ANCHIETA,AV PROF OSCAR PEREIRA,ABALROAMENTO,0,2013-01-03T11:15:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,3,1,2013,11,1,
-29.990671,-51.125534,AV ASSIS BRASIL,,ABALROAMENTO,0,2013-01-03T12:00:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,3,1,2013,12,5,
-29.99819,-51.125964,AV ASSIS BRASIL,AV ALCIDES MAIA,ATROPELAMENTO,0,2013-01-03T12:00:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,3,1,2013,12,5,
-30.041601,-51.132691,AV PROTASIO ALVES,,COLISAO,0,2013-01-03T12:00:00,QUINTA-FEIRA,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,3,1,2013,12,5,
-30.042257,-51.23781,AV EDVALDO PEREIRA PAIVA,,COLISAO,0,2013-01-03T12:25:00,QUINTA-FEIRA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,3,1,2013,12,1,
-29.996054,-51.130022,R ZEFERINO DIAS,,ATROPELAMENTO,0,2013-01-03T12:29:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,3,1,2013,12,5,
-30.010286,-51.138495,AV BALTAZAR DE OLIVEIRA GARCIA,,COLISAO,0,2013-01-03T12:40:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,3,1,2013,12,1,
-30.082951,-51.13177,ESTR JOAO DE OLIVEIRA REMIAO,,COLISAO,0,2013-01-03T13:00:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,3,1,2013,13,5,
-30.05445,-51.213645,AV IPIRANGA,AV DA AZENHA,ABALROAMENTO,0,2013-01-03T13:30:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,3,1,2013,13,1,
-30.010931,-51.170155,AV ASSIS BRASIL,,ATROPELAMENTO,0,2013-01-03T13:45:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,3,1,2013,13,5,
-30.158503,-51.191185,AV JUCA BATISTA,AV EDGAR PIRES DE CASTRO,COLISAO,0,2013-01-03T14:15:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,3,1,2013,14,1,
-30.1987,-51.253574,R PICASSO,AV WENCESLAU ESCOBAR,ABALROAMENTO,0,2013-01-03T14:30:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,SUL,3,1,2013,14,5,
-30.033329,-51.22958,PCA MARECHAL DEODORO,,ABALROAMENTO,0,2013-01-03T15:10:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,3,1,2013,15,1,
-30.048854,-51.144052,AV ANTONIO CARVALHO,,ABALROAMENTO,0,2013-01-03T15:30:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,LESTE,3,1,2013,15,1,
-30.024049,-51.221145,AV JULIO DE CASTILHOS,,COLISAO,0,2013-01-03T15:37:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,3,1,2013,15,1,
-29.985079,-51.156167,AV DAS INDUSTRIAS,,ABALROAMENTO,0,2013-01-03T15:40:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,3,1,2013,15,5,
-30.010294,-51.202564,AV FARRAPOS,AV SAO PEDRO,ABALROAMENTO,0,2013-01-03T16:00:00,QUINTA-FEIRA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,BOM,DIA,NORTE,3,1,2013,16,1,
-30.103969,-51.119339,ESTR JOAO DE OLIVEIRA REMIAO,,COLISAO,0,2013-01-03T16:05:00,QUINTA-FEIRA,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,BOM,DIA,LESTE,3,1,2013,16,1,
-29.997768,-51.138904,AV SERTORIO,,ABALROAMENTO,0,2013-01-03T16:40:00,QUINTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,3,1,2013,16,1,
-30.177963,-51.169324,R PAULO FONTOURA GASTAL,,COLISAO,0,2013-01-03T17:20:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,3,1,2013,17,1,
-30.008714,-51.178816,AV ASSIS BRASIL,R MARECHAL JOSE INACIO DA SILVA,ABALROAMENTO,0,2013-01-03T17:27:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,3,1,2013,17,1,
-30.094451,-51.227596,R DR CAMPOS VELHO,R LAGUNA,COLISAO,0,2013-01-03T17:40:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,3,1,2013,17,1,
-30.074128,-51.208567,AV TERESOPOLIS,,ABALROAMENTO,0,2013-01-03T17:45:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,3,1,2013,17,1,
-30.027942,-51.222317,R PINTO BANDEIRA,,COLISAO,0,2013-01-03T17:45:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,BOM,DIA,CENTRO,3,1,2013,17,1,
-30.029623,-51.181697,AV DR NILO PECANHA,,ABALROAMENTO,0,2013-01-03T17:50:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,3,1,2013,17,1,
-30.011589,-51.12778,AV BALTAZAR DE OLIVEIRA GARCIA,,COLISAO,0,2013-01-03T18:14:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,3,1,2013,18,1,
-30.103691,-51.252434,AV WENCESLAU ESCOBAR,,COLISAO,0,2013-01-03T18:15:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,3,1,2013,18,1,
-30.11321,-51.253791,AV WENCESLAU ESCOBAR,,CHOQUE,0,2013-01-03T18:15:00,QUINTA-FEIRA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,3,1,2013,18,1,
-30.023684,-51.199731,R VINTE QUATRO DE OUTUBRO,R DR TIMOTEO,ABALROAMENTO,0,2013-01-03T18:23:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,3,1,2013,18,1,
-30.011589,-51.12778,AV BALTAZAR DE OLIVEIRA GARCIA,,COLISAO,0,2013-01-03T18:30:00,QUINTA-FEIRA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,3,1,2013,18,1,
-29.99967,-51.116229,AV FRANCISCO SILVEIRA BITENCOURT,BC JOSE PARIS,ABALROAMENTO,0,2013-01-03T19:05:00,QUINTA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,BOM,NOITE,NORTE,3,1,2013,19,5,
-30.001883,-51.191766,AV CEARA,,ABALROAMENTO,0,2013-01-03T19:35:00,QUINTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,3,1,2013,19,1,
-30.114118,-51.109008,ESTR JOAO DE OLIVEIRA REMIAO,,ABALROAMENTO,0,2013-01-03T20:10:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,3,1,2013,20,1,
-30.152864,-51.200983,AV JUCA BATISTA,,ATROPELAMENTO,0,2013-01-03T20:20:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,3,1,2013,20,5,
-30.009346,-51.192447,AV BENJAMIN CONSTANT,,CHOQUE,0,2013-01-03T21:15:00,QUINTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,3,1,2013,21,1,
-30.112753,-51.232228,R DO SINODO,,ATROPELAMENTO,0,2013-01-03T21:40:00,QUINTA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,SUL,3,1,2013,21,5,
-30.029584,-51.181564,AV DR NILO PECANHA,,ABALROAMENTO,0,2013-01-03T22:50:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,3,1,2013,22,1,
-30.092881,-51.130078,AV SANTO DIAS DA SILVA,ESTR JOAO DE OLIVEIRA REMIAO,ATROPELAMENTO,0,2013-01-04T05:15:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,4,1,2013,5,5,
-30.087314,-51.131896,ESTR JOAO DE OLIVEIRA REMIAO,,CHOQUE,0,2013-01-04T05:39:00,SEXTA-FEIRA,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,LESTE,4,1,2013,5,13,
-30.07884,-51.139953,AV BENTO GONCALVES,,CHOQUE,0,2013-01-04T06:45:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,4,1,2013,6,1,
-30.033213,-51.218648,AV PAULO GAMA,,COLISAO,0,2013-01-04T07:50:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,4,1,2013,7,1,
